Dataset,Experiment,Arm,Seed,Train R2,Val R2,Test R2,Test MSE,Test MAE,Test R2 DCAA (mg/L),Test R2 TCAA (ug/L),Test R2 BCAA(mg/L),Test R2 HAA5 (ug/L),Test R2 HAA9 (ug/L),Params,Test R2 DCAA,Test R2 TCAA,Test R2 HAA5,Test R2 TTHM
original,module,random_grouping,1024,0.8807169195889684,0.10499874009584227,0.17868706193624198,0.7208676045857441,0.6601014123390988,0.282101813332023,0.36043445902833704,-0.45302972991310675,0.36508940015764546,0.3388393670763108,177466.0,,,,
original,module,no_hier_loss,1024,0.7196509896272085,0.16815963647362459,0.2344439330818319,0.6749052955693717,0.6698403011291617,0.2882707910755514,0.386406487197254,-0.30469801197613133,0.4088830092392073,0.3933573898732775,177466.0,,,,
original,module,multitask_mlp,1024,0.605006282724438,0.5680107494476895,0.37383586909821603,0.5624618501937262,0.5932785463930379,0.4276986135775468,0.3802691341808795,2.766455104341592e-05,0.5577297582107817,0.5034541749708283,5061.0,,,,
original,module,full,2025,0.7961744985443046,0.2732036117597787,0.29796913982689804,0.29064035236103236,0.42526683593302816,0.39026742138463677,0.5031321414653189,-0.27831706127097844,0.42118506037554604,0.4535781371799673,177466.0,,,,
original,module,no_attention,2025,0.9444779419813489,0.3419709833997861,0.32531551320652674,0.27821530160592006,0.42622536313835885,0.4368649826001626,0.5249583936575379,-0.18169179838955185,0.42056659348539527,0.4258793946790901,166661.0,,,,
original,module,no_chemistry,2025,0.9562773472276799,0.37993489936385627,0.2893416081502887,0.29205130200842266,0.4387776437146681,0.49367042762616975,0.46074536674881594,-0.2497177620038773,0.35612815846059875,0.3858818499197363,163914.0,,,,
original,module,no_interaction,2025,0.8342871120002121,0.38645346554305365,0.2862890248141442,0.29257168845346015,0.43108327140735525,0.4395286604152562,0.4695932148924803,-0.18448927042969832,0.3435394452075424,0.36327307398514075,156986.0,,,,
original,module,no_grouping,2025,0.8161664272148682,0.31636959208479704,0.25604808881457686,0.30858786840889396,0.4383080216695884,0.33918936002359046,0.47136883811833097,-0.37819174214879436,0.404851139203234,0.44302284887652343,100214.0,,,,
original,module,random_grouping,2025,0.7703092929806512,0.2582761703543469,0.2132588486727835,0.3267155180334923,0.45861051884452236,0.3640343650051413,0.41621795446528875,-0.5150917654786151,0.4154488114385422,0.38568487793356065,177466.0,,,,
original,module,no_hier_loss,2025,0.9899769430033409,0.3237122916295587,0.3591999160804459,0.2640348798707137,0.3863453384875922,0.4172997313265536,0.4805535827976136,-0.09811462996289255,0.4974434564786526,0.49881743976230253,177466.0,,,,
original,module,multitask_mlp,2025,0.9361908595247197,0.3533016974404462,0.3517724251956788,0.27264955693062165,0.39787455744689726,0.48309890358893104,0.5601444791875518,-0.4276657092411471,0.5651503586483186,0.5781340937947396,5061.0,,,,
original,module,full,3407,0.7840168395329311,0.25429871760773126,0.01929990783602966,1.1379150743809932,0.6876420025234926,0.08537845808144395,-0.08434615437658288,0.1267013725886159,0.004163813533297089,-0.035397950646625986,177466.0,,,,
original,module,no_attention,3407,0.8085185619085324,0.19184728459210415,-0.34166215695743757,1.3229369400416537,0.7447452346378896,-0.3248739186013092,-0.5182328233672648,0.1731843875011263,-0.6202343306469256,-0.41815409967281414,166661.0,,,,
original,module,no_chemistry,3407,0.6934180454866881,0.2643761635810863,0.1613077133985514,1.1211476973420633,0.6891042600327462,0.2652721793547146,0.05102475709083254,0.018833968107684895,0.1836032580613477,0.28780440437817767,163914.0,,,,
original,module,no_interaction,3407,0.5133791537214312,0.2933596393013154,0.20471107765640503,1.0800710391558541,0.688321534888158,0.23544233209451515,0.2380336041245752,0.04441152758960254,0.19949280191818852,0.30617512255514356,156986.0,,,,
original,module,no_grouping,3407,0.7379803387317484,0.3872635013900183,-0.21949792345339322,1.3300299154201407,0.7628002047120918,-0.3620392500788576,-0.3677219107358538,0.05069672476459286,-0.3519361963815568,-0.06648898483529075,100214.0,,,,
original,module,random_grouping,3407,0.7550839114646923,0.3523252372635188,-0.5081773817365314,1.509159050880778,0.7953759608476869,-0.5810472291420778,-0.8303632393159595,0.039552435637318806,-0.4994419765381155,-0.6695868993238216,177466.0,,,,
original,module,no_hier_loss,3407,0.7903474401823454,0.2628786464906227,0.022653233785627468,1.138802793714707,0.6769637570583515,0.12304704063262828,-0.10207672556912462,0.12148195611712032,0.008271194763382561,-0.03745729701586864,177466.0,,,,
original,module,multitask_mlp,3407,0.6947173549115584,0.3781996780483955,0.021639971148508706,1.1397950634642628,0.7064763215814025,0.20175663103968355,-0.21741465886094868,0.11910973377765044,0.0193848441389034,-0.014636694352744728,5061.0,,,,
original,module,full,5555,0.7908757294272736,0.6988675656755671,0.5779775200490175,0.47387212265242856,0.5190159555829492,0.6278158317383145,0.6250755048433463,0.2699751228359518,0.6951843267673146,0.6718368140601604,177466.0,,,,
original,module,no_attention,5555,0.5946351366534891,0.6661608004772323,0.40729764686586556,0.6684772394266842,0.6770587298957439,0.38924047663232175,0.5301739501642344,0.029499915033335822,0.5455369405621529,0.5420369519372831,166661.0,,,,
original,module,no_chemistry,5555,0.8055395403971352,0.5933477880402938,0.6167804645894669,0.42734138328146354,0.4869431872554382,0.6570775647503487,0.6751378735848655,0.32120473334906496,0.7289555804739746,0.7015265707890808,163914.0,,,,
original,module,no_interaction,5555,0.7146400275001554,0.7726608856755213,0.5589404967998381,0.4783133039360834,0.5329271027155825,0.6426584283597283,0.664391099227176,0.12216906789146531,0.681045407947995,0.684438480572827,156986.0,,,,
original,module,no_grouping,5555,0.6870112556126035,0.5759555202103193,0.6158495772966044,0.413388305589956,0.5286929154176017,0.6879700468320091,0.720746635915041,0.21630783627282568,0.7225239595610083,0.7316994079021377,100214.0,,,,
original,module,random_grouping,5555,0.6675242651920799,0.6320902456876668,0.6059690399251284,0.4269513169309178,0.523577791640267,0.6750747640103785,0.7098961710961544,0.21624223542519283,0.7078818571749039,0.7207501719190132,177466.0,,,,
original,module,no_hier_loss,5555,0.6328962468152982,0.6952201893256955,0.5020043626148057,0.5492085634487388,0.5770419335686162,0.5314152445249434,0.6384132917750458,0.09166424222411274,0.6334624227765666,0.6150666117733605,177466.0,,,,
original,module,multitask_mlp,5555,0.7381126185330752,0.6642276213440298,0.5653440033997827,0.47860021792324015,0.5252298494639198,0.654843789029433,0.6440834540596792,0.17643293150586847,0.6746573495293442,0.6767024928745888,5061.0,,,,
original,module,full,7777,0.44420887907534523,0.2232177607998632,0.3316694681973341,0.9044363705078016,0.7195064884201214,0.305071928226451,0.27613442340780203,-0.014978673480218863,0.5177301954219904,0.5743894674106467,177466.0,,,,
original,module,no_attention,7777,0.3690132384179278,0.1546057685039476,0.25222630795606793,1.0562195624706505,0.7629734353611027,0.1575536000185065,0.2058947048897385,0.073795456787497,0.4092418697713681,0.41464590831322934,166661.0,,,,
original,module,no_chemistry,7777,0.36852332119228,0.1830386154437303,0.2993841996733184,0.9642814621106399,0.7167093962192366,0.29116309334495694,0.30780458130334143,0.009023289333888185,0.3409420213953894,0.5479880129890169,163914.0,,,,
original,module,no_interaction,7777,0.39820399009724206,0.3194966449364311,0.38342700995197376,0.827380614404549,0.6797156556556858,0.30590739809689194,0.46393476947516943,0.08529756378593689,0.501869015012637,0.5601263033892336,156986.0,,,,
original,module,no_grouping,7777,0.3911381605666389,0.11493382714842695,0.20637583007862323,1.1471183123243827,0.7624858716678723,0.11851244843049769,0.1859931154355713,0.13021707611480948,0.2935692065030592,0.303587303909179,100214.0,,,,
original,module,random_grouping,7777,0.4500333572534617,0.1955049544097023,0.3128635447238537,0.9267856557315067,0.717233825462498,0.2682778150196119,0.252446720865381,-0.052591309182741686,0.5197821574757608,0.5764023394412571,177466.0,,,,
original,module,no_hier_loss,7777,0.4378817642082621,0.20874467081594075,0.3169460967710113,0.921707151465724,0.7314074190738127,0.3303628990070555,0.32025341716003497,-0.04435552261120668,0.4440591126081457,0.5344105776910275,177466.0,,,,
original,module,multitask_mlp,7777,0.46666144428604583,0.1048381847880859,0.23509949085911072,1.0853006570744774,0.7273807618651943,0.20907445836094463,0.254027844841054,0.06954070712882798,0.2931017936706122,0.34975265029411573,5061.0,,,,
original,module,full,9999,0.8986184231044068,0.17442871103555785,0.44292206466165496,1.4044667900022552,0.6637608490330216,0.6077625017941215,0.4710251829569314,0.007656032451039185,0.5713047176524024,0.5568618884537802,177466.0,,,,
original,module,no_attention,9999,0.8712875795445626,0.14769558980328162,0.3948845614924056,1.451649183738975,0.710277111751975,0.5629369703721624,0.40791704694203135,0.0045132907518089516,0.48795888660386,0.5110966127921652,166661.0,,,,
original,module,no_chemistry,9999,0.9039150960883587,0.2876763271887238,0.34859036710688635,1.440438302994799,0.7109185904346493,0.48521432555637045,0.3147293464865767,0.06416951825896533,0.4283779960616194,0.4504606491709,163914.0,,,,
original,module,no_interaction,9999,0.8167060479071029,0.284878910696328,0.38691628833498265,1.501462988461928,0.7112365632207336,0.5573206120646357,0.4086299028384395,-0.04357881717374301,0.47418678826242167,0.538022955683159,156986.0,,,,
original,module,no_grouping,9999,0.8651136373371937,0.018183294550706663,0.4198741336676548,1.4313870960044877,0.6933070574035409,0.4945017945461765,0.4962942976061312,-0.003514314508798133,0.5458010998884698,0.5662877908062948,100214.0,,,,
original,module,random_grouping,9999,0.852434920207123,0.15580041720611829,0.37570292051820464,1.5075774049584643,0.7273448329636591,0.4810875327563826,0.43408049655977543,-0.041660070985142905,0.49218358484073665,0.5128230594192713,177466.0,,,,
original,module,no_hier_loss,9999,0.9058576141533518,0.2091366525914749,0.44385341756652874,1.39145567752451,0.6582930982074862,0.6114144801005681,0.4655271263441705,0.021407708950597404,0.5629643564686637,0.5579534159686441,177466.0,,,,
original,module,multitask_mlp,9999,0.876730367971744,0.09458025122762201,0.4418631223113617,1.4522944091032208,0.6805553359801572,0.5910454512782496,0.5190166982615139,-0.0461423344053955,0.5772496299997938,0.5681461664226464,5061.0,,,,
original,feature,baseline_all_features,42,0.3843667303173096,0.35125419049714257,0.04832841073854577,0.5620146822485828,0.5951944766697161,0.0359438440914569,0.17129507496410812,0.03913866332719973,-0.011469156691495064,0.006733628001459047,177466.0,,,,
original,feature,remove_Temp,42,0.9605511997270477,0.2134048583469743,-0.16602166791808476,0.7789066268338969,0.5436464409229325,0.0739457922706025,0.04554227136511968,-1.187381602695638,0.1311207080456822,0.1066644914238094,163914.0,,,,
original,feature,remove_pH,42,0.4188331326866887,0.1566197879953975,-0.020843288738991217,0.5922223519051075,0.6175659549573858,0.0356769843243141,-0.06197159340719738,-0.016693454408015507,-0.12219282899446227,0.06096444879040397,163882.0,,,,
original,feature,remove_UVA254,42,0.9246621886196577,0.295590121647248,-0.5766816239830204,1.0435429242352523,0.5893190179586224,-0.04556989748546303,-0.1609532205730273,-1.9242877401049796,-0.0918312289414549,-0.6607660328101779,163914.0,,,,
original,feature,remove_Cl2,42,0.40877489391150235,0.3455382568716049,0.14480094835193985,0.5209652213712962,0.5634381850852995,0.019047895957052696,0.36761514242212234,0.07250396866792252,0.10540049072262414,0.15943724398997716,150593.0,,,,
original,feature,remove_NO2-N,42,0.9337721443050497,0.4183446787860629,-0.44980887611134185,0.8946323917445795,0.5325087464150989,0.16092584326945747,-0.5675648635828845,-1.2617092731882993,-0.15026576658616686,-0.43043032046881646,163914.0,,,,
original,feature,remove_DOC,42,0.43937904278960876,-0.1515355322136804,-0.022652159036048048,0.5999647244123387,0.6475304823601109,0.028909648150280187,0.1789981765716705,-0.011924288537508598,-0.19249421893770924,-0.11675011242697364,163898.0,,,,
original,feature,remove_NH4-N,42,0.23434164514688574,0.11066054294888128,-0.03272173773252853,0.5935603275670358,0.6379390952869715,0.07823756048769348,-0.024371013164749433,0.004722002023916261,-0.2921766572856519,0.06997941927614848,163914.0,,,,
original,feature,remove_Br,42,0.2506664348219167,0.3166509748780832,0.05485997326287804,0.5622778692440973,0.6109699920915294,-0.002160842938372154,0.2580297588064214,0.044801754645353076,-0.1384406586615008,0.1120698544624883,163881.0,,,,
original,feature,baseline_all_features,123,0.6140707857464233,0.40710225110085096,0.053937092332642364,0.5833877539080028,0.5517392990754358,-0.047620612611301016,0.08529888873406954,0.05394260836657161,0.008677509847184295,0.16938706732668685,177466.0,,,,
original,feature,remove_Temp,123,0.5419337632548743,0.38155872498421345,0.04985464638720931,0.5857401056995928,0.5523841860427122,-0.09813949932076649,0.10032934030274265,0.06582451002699563,0.07646536223991829,0.10479351868715603,163914.0,,,,
original,feature,remove_pH,123,0.5178368924408762,0.3552322355231895,0.09534586926543945,0.5580292542361716,0.562444078605236,-0.022041715444190535,0.20425279418091424,0.03445235777420308,0.12419709347259911,0.13586881634367087,163882.0,,,,
original,feature,remove_UVA254,123,0.4387554742750398,-0.0018276397702079894,-0.03312454880782243,0.6351738103664338,0.5927450692073052,-0.17642293631592,0.10616614753534859,0.02273859666304101,-0.18023756839606908,0.062133016474487324,163914.0,,,,
original,feature,remove_Cl2,123,0.5095684920627093,0.4411593725416947,-0.09530199700200911,0.6752570861459871,0.5858566951959563,-0.28812143473512375,-0.050427515141511225,-0.0057067902274619,-0.026466114270611074,-0.10578813063533832,150593.0,,,,
original,feature,remove_NO2-N,123,0.5517238884105381,0.3307559202088616,0.0036795139342829853,0.6145040571930039,0.5640014288789856,-0.1300712771903796,0.12234101443671652,0.00368685382846079,0.03449644991103973,-0.012055471314422306,163914.0,,,,
original,feature,remove_DOC,123,0.45061220773383415,0.4486190503815135,-0.21929145902068176,0.7535274117988638,0.634486210946838,-0.2522245651833972,-0.2619377936902223,0.03413826559291666,-0.32932339209104255,-0.28710980973166356,163898.0,,,,
original,feature,remove_NH4-N,123,0.5551105140729342,0.22476089404228147,-0.05436834846355221,0.6508045595009069,0.5834176563856953,-0.18509953473061325,0.027528604754397556,-0.005681983595908546,-0.006068482194973912,-0.102520346550663,163914.0,,,,
original,feature,remove_Br,123,0.7451530516039593,0.3827128723494022,0.1816541302299887,0.5076550851392134,0.5432579669255075,0.19337859868258678,0.2072688087838177,0.011732332786156596,0.24774659922589437,0.24814431167148754,163881.0,,,,
original,feature,baseline_all_features,456,0.6267544927500648,0.3030082261838129,0.509156316674137,0.46522662987589686,0.5324675946509594,0.5786588029085523,0.6146770000576793,0.162524485184811,0.5931688660615121,0.59675242915813,177466.0,,,,
original,feature,remove_Temp,456,0.6174656767793513,0.41308784665425635,0.4415424305001352,0.5115138771714629,0.5802706110065842,0.4766324754424228,0.5415982356572783,0.18703434627929238,0.47635545517142974,0.5260916399502527,163914.0,,,,
original,feature,remove_pH,456,0.5497959921173383,0.44324114594633424,0.4157794281244618,0.5472922052026739,0.5852372678449411,0.4710394060790368,0.5848354027148133,0.05857061227712235,0.4590326465054002,0.5054190730459354,163882.0,,,,
original,feature,remove_UVA254,456,0.6329091323460853,0.149447105191342,0.3831302199148269,0.5484920045511885,0.6008939742274085,0.478956610385599,0.3771327470009078,0.21650012705194988,0.37734699070878763,0.4657146244268897,163914.0,,,,
original,feature,remove_Cl2,456,0.6260739352379051,0.1744261488908901,0.4325901849250591,0.5213681023364323,0.5617318550945335,0.3904220815276981,0.5193978343115414,0.16623888491950123,0.5436711318652218,0.5432209920013327,150593.0,,,,
original,feature,remove_NO2-N,456,0.6088706744852364,0.43906547197963636,0.4290527330060071,0.5166682038936328,0.5539517332468913,0.4964278639672691,0.44423837283068857,0.20851398774751806,0.48031899222351004,0.5157644482610498,163914.0,,,,
original,feature,remove_DOC,456,0.33537872123734286,0.15087836434186902,0.23982129104943722,0.6806590119616072,0.6627950162073358,0.24431260823109002,0.39625003580702034,0.022358985073260063,0.275108066054891,0.26107676008092473,163898.0,,,,
original,feature,remove_NH4-N,456,0.6221629968554979,0.08592418261087413,0.3895051788140777,0.5396923291293739,0.583236480740205,0.4623334427846172,0.38461550983385284,0.25068905011940645,0.37905404923442143,0.470833842098091,163914.0,,,,
original,feature,remove_Br,456,0.5975032840069743,0.36811982234485585,0.46463091663948014,0.4969975349089054,0.5417307240885654,0.5075409034902215,0.5570748204783353,0.16764021359302417,0.5200775752458107,0.570821070390009,163881.0,,,,
original,feature,baseline_all_features,789,0.8924639782082535,0.4808334502001392,0.3517202582796206,0.82146532686732,0.5053556766794001,0.4418647105481892,0.3751915414273068,0.040902538658901144,0.4173896239514817,0.48325287681222395,177466.0,,,,
original,feature,remove_Temp,789,0.8380985438910813,0.3281186317851206,0.2770920835437858,0.8674640073657125,0.547540416041272,0.3556337737624421,0.2686522690121598,0.03984974326900703,0.3132676199227665,0.4080570117525537,163914.0,,,,
original,feature,remove_pH,789,0.9044112705902352,0.28224839860012285,0.42457062876069573,0.8569110244175254,0.4809040076517169,0.5879779614444121,0.46220426268656534,-0.14108829202215034,0.5905589696344435,0.6232002420602074,163882.0,,,,
original,feature,remove_UVA254,789,0.39614023116420105,0.1402636565235992,0.02004787393915548,1.039850218716538,0.7347563968250729,0.1549619186098773,-0.07047943253310707,0.004894368089761958,-0.1157218899249397,0.12658440545418492,163914.0,,,,
original,feature,remove_Cl2,789,0.5589916563765431,0.3324268805651478,0.32096246999421574,0.852235977306294,0.6208219288100328,0.47253223209049877,0.37259465528843794,0.017378775908046706,0.4492042078711771,0.29310247881291795,150593.0,,,,
original,feature,remove_NO2-N,789,0.673335731917377,0.5055978904621222,0.331226198430432,0.8309899908171825,0.5444028363377678,0.5448105066042307,0.2624758185524715,0.046582111185976216,0.3920407989587592,0.41022175685072226,163914.0,,,,
original,feature,remove_DOC,789,0.36376940020619974,0.019736570891259665,0.06429847059542015,1.0282262491299066,0.7548895664764965,0.17688905988398462,0.07853530478432802,-0.02767902044540338,-0.048780264486484315,0.1425272732406766,163898.0,,,,
original,feature,remove_NH4-N,789,0.757826143017496,0.37784484664494833,0.31160965272961966,0.7698992623476534,0.5490668179712439,0.45298952425790284,0.22432834122602285,0.2111236357804932,0.26503202449387353,0.4045747378898059,163914.0,,,,
original,feature,remove_Br,789,0.9587883383124955,0.6007671334054291,0.41006322749607216,0.7638020876152645,0.4699782390061742,0.49021326342923033,0.4140126952657982,0.08983431101812989,0.5009273849536021,0.5553284828136003,163881.0,,,,
original,feature,baseline_all_features,1024,0.7115850975751976,0.14000993613843699,0.2512982958668299,0.6587378090803582,0.6701907958191938,0.33176454557738844,0.39750510685629414,-0.30590122519849294,0.41821838076821083,0.4149046713307486,177466.0,,,,
original,feature,remove_Temp,1024,0.46531582956169154,0.2646015053683356,0.24187431315274194,0.6832934590788607,0.6627838887248637,0.17090329609841315,0.3648632333190138,-0.07297356303791624,0.31795648394100384,0.4286221154431946,163914.0,,,,
original,feature,remove_pH,1024,0.6723009366012448,0.028792050906954202,0.252379988779619,0.662191251904541,0.6471682529888172,0.24880162497682812,0.39690770922835517,-0.2110361143470767,0.4006711946714747,0.42655552936851326,163882.0,,,,
original,feature,remove_UVA254,1024,0.8785136589596249,-0.12913626925948235,0.20354384651854945,0.720469608085275,0.6479946219797095,0.35379475063692245,0.30408090783411545,-0.23492499646762544,0.28831169269216983,0.30645687789716436,163914.0,,,,
original,feature,remove_Cl2,1024,0.6897824492699854,0.3522269534132984,0.33048916081571295,0.5844682609403815,0.5922392186570293,0.4530509977104993,0.48443065667065976,-0.23748387934256865,0.4981911778129492,0.4542568512270243,150593.0,,,,
original,feature,remove_NO2-N,1024,0.6500395638623522,0.20698774858726537,0.2837046349691327,0.6327556569508406,0.6795200344661005,0.22391835934023274,0.4690752299370946,-0.1317988025749528,0.4060628798943092,0.4512655082489788,163914.0,,,,
original,feature,remove_DOC,1024,0.13644111627023842,-0.017188288254000605,0.05461010217929689,0.8841505429131002,0.7420476726292933,0.05297838524040488,0.08441936908699288,-0.08862982680957021,0.08896935012039586,0.1353132332582606,163898.0,,,,
original,feature,remove_NH4-N,1024,0.6020464884749829,0.3127635481397422,0.2617972720716781,0.6505805389361167,0.6879371526651104,0.1836900148651286,0.47996985596729413,-0.16471377267742127,0.37662516640835386,0.43341509579503457,163914.0,,,,
original,feature,remove_Br,1024,0.666755891011444,0.10934324807490814,0.29416631813957667,0.6191566341467826,0.6438742047375678,0.3846868941194189,0.43909121851185084,-0.2569194944210722,0.4648480394214972,0.4391249330661885,163881.0,,,,
original,feature,baseline_all_features,2025,0.7961744985443046,0.2732036117597787,0.29796913982689804,0.29064035236103236,0.42526683593302816,0.39026742138463677,0.5031321414653189,-0.27831706127097844,0.42118506037554604,0.4535781371799673,177466.0,,,,
original,feature,remove_Temp,2025,0.7229230792705732,0.24239914892925857,0.08085869706283051,0.3765049431955076,0.5036762729617777,0.22565407705782925,0.32306724214154936,-0.4758049302870644,0.20603965068443542,0.1253374457174029,163914.0,,,,
original,feature,remove_pH,2025,0.7408656769446269,0.2574953689154739,0.1493518556353886,0.3551118847601171,0.4774022588759575,0.3845050977193014,0.5020879558274263,-0.7502271581443647,0.3150881348531268,0.29530524792145296,163882.0,,,,
original,feature,remove_UVA254,2025,0.685712064406721,0.32150586070656795,0.2240049133101901,0.313716449433061,0.4523424774417014,0.36864341841571113,0.24800530095184248,-0.07738946613517927,0.30806766100993066,0.27269765230864584,163914.0,,,,
original,feature,remove_Cl2,2025,0.7255700342736133,0.2674424075866756,0.2921842489362179,0.28877415982779103,0.4399369564492271,0.34311114440861423,0.4684779425527211,-0.04710221933673786,0.32607070669533467,0.3703636703611578,150593.0,,,,
original,feature,remove_NO2-N,2025,0.24485291745542748,0.06244629182953028,0.06539885752876085,0.3706114158016172,0.5085122666684011,0.2531650421229791,-0.0104740532818981,0.05329764438201967,0.020396784503281973,0.010608869917421937,163914.0,,,,
original,feature,remove_DOC,2025,0.9580501650999269,0.16598627666748245,-0.14989455042018623,0.4824581143704222,0.5189718381716685,0.11614628010084749,0.35522944219200014,-1.4601452206772998,0.11536902865750964,0.12392771762601174,163898.0,,,,
original,feature,remove_NH4-N,2025,0.9574530367379859,0.23445138897746562,0.019206020239052046,0.39602699519825285,0.46206525882876226,0.005534924236529459,0.17060769966572853,-0.20453491807587465,0.04071946121334069,0.08370293415553687,163914.0,,,,
original,feature,remove_Br,2025,0.7369588256335775,0.20504840020519116,0.1400624938781516,0.3554591142365986,0.483360507933296,0.29151536427838187,0.39785740118881907,-0.5549838796957609,0.2879924507183238,0.27793113290099436,163881.0,,,,
original,feature,baseline_all_features,3407,0.7840168395329311,0.25429871760773126,0.01929990783602966,1.1379150743809932,0.6876420025234926,0.08537845808144395,-0.08434615437658288,0.1267013725886159,0.004163813533297089,-0.035397950646625986,177466.0,,,,
original,feature,remove_Temp,3407,0.672817527545925,0.2989778260210651,0.05640487769596787,1.201957085060768,0.7114826723156279,0.08827725457592517,0.03017782612017439,-0.008879549714627677,0.0032162258281804856,0.16923263167018698,163914.0,,,,
original,feature,remove_pH,3407,0.7038900469263513,0.4127935966758233,0.18062581673810132,1.0912339399582685,0.6764689995718973,0.2872950966034049,0.1123407452791515,0.04797689916015779,0.19781476012322752,0.2577015825245649,163882.0,,,,
original,feature,remove_UVA254,3407,0.6897639443637548,0.06654877319851608,-0.23903715555617958,1.3807851947130103,0.7558998291224223,-0.05180609833333705,-0.41271594490732655,-0.0168830569112135,-0.42106833490699547,-0.29271234272202573,163914.0,,,,
original,feature,remove_Cl2,3407,0.6693245854292356,0.3820423274854843,0.34122581041932254,0.9817070694934422,0.6399494253013543,0.49517806676298726,0.30497433634940374,0.06907352493506691,0.3901386297843167,0.4467644942648381,150593.0,,,,
original,feature,remove_NO2-N,3407,0.7313279407832814,0.3051436324828517,0.07189264638894337,1.1947329584918092,0.7098025933128056,0.24450993824705114,-0.07434776806310373,-0.014436854634248597,0.07620648118214435,0.1275314352128739,163914.0,,,,
original,feature,remove_DOC,3407,0.5847782238846673,0.25038530973155215,-0.1340457360503433,1.3217527134251552,0.7898254559952427,-0.21280570537612897,-0.14765892315643248,-0.017017025174542955,-0.2456917073432805,-0.04705531920133166,163898.0,,,,
original,feature,remove_NH4-N,3407,0.558220549015196,0.2791607014484506,0.07707598449250999,1.2072766327865905,0.7277500449740668,0.2108999859799301,-0.0975630635622251,-0.0386356739322804,0.08539548334577063,0.22528319063135527,163914.0,,,,
original,feature,remove_Br,3407,0.7491150590814395,0.21827137849769568,0.16633231082932218,1.0271953327371575,0.6685456818909523,0.16162759887356437,0.06285641828581878,0.16410202450652023,0.17143107099991928,0.27164444148078803,163881.0,,,,
original,feature,baseline_all_features,5555,0.7908757294272736,0.6988675656755671,0.5779775200490175,0.47387212265242856,0.5190159555829492,0.6278158317383145,0.6250755048433463,0.2699751228359518,0.6951843267673146,0.6718368140601604,177466.0,,,,
original,feature,remove_Temp,5555,0.5419911894850482,0.683659648784692,0.5417588604918748,0.4967053512074687,0.5783918384932388,0.5848802171384438,0.6549067461395297,0.10257991723627402,0.7035553569981434,0.6628720649469841,163914.0,,,,
original,feature,remove_pH,5555,0.6356835929789332,0.6313400004146391,0.4877923447166957,0.5503162657382135,0.5803514943989938,0.56155288355593,0.6474104470648039,-0.04100880912766525,0.6374111643890303,0.6335960377013796,163882.0,,,,
original,feature,remove_UVA254,5555,0.5861495584736588,0.4710388269817171,0.5508973894092252,0.48640353676436765,0.5551142590439787,0.6006545030178385,0.6506005585148034,0.11450133814357544,0.7089331693997796,0.6797973779701293,163914.0,,,,
original,feature,remove_Cl2,5555,0.7073640436806821,0.643269790235272,0.5475474251629873,0.49436814108566524,0.5443232423857836,0.6022678161882222,0.6353060570686988,0.13283208905344823,0.6951256381323971,0.6722055253721704,150593.0,,,,
original,feature,remove_NO2-N,5555,0.7906600820756934,0.563323282105117,0.707693768946162,0.3121161969009859,0.4114633847822183,0.7283367082613225,0.7905471812817636,0.40088538482535463,0.8163695713869985,0.8023299989753712,163914.0,,,,
original,feature,remove_DOC,5555,0.5210854283640851,0.3505287798838731,0.443251749209975,0.6334826988192122,0.6631741141516615,0.4768498405025189,0.5637135411464392,0.10549214119680694,0.5275842685149214,0.5426189546891889,163898.0,,,,
original,feature,remove_NH4-N,5555,0.8123620369593988,0.6332540733407608,0.5014609960933022,0.5745850689575509,0.5651506966046118,0.4785116066150923,0.5609721798198344,0.2614746089977522,0.6054464705192766,0.600900114514556,163914.0,,,,
original,feature,remove_Br,5555,0.6560928279285757,0.6511063771431832,0.5385346148406376,0.5101024626572854,0.5433591260391697,0.538715894748058,0.6390288627193528,0.17392294198440783,0.6728295930189812,0.6681757817323886,163881.0,,,,
original,feature,baseline_all_features,7777,0.44420887907534523,0.2232177607998632,0.3316694681973341,0.9044363705078016,0.7195064884201214,0.305071928226451,0.27613442340780203,-0.014978673480218863,0.5177301954219904,0.5743894674106467,177466.0,,,,
original,feature,remove_Temp,7777,0.4096440457202203,0.10938540314191239,0.26886314047025345,1.0314111972041968,0.7387260096245949,0.22251131373965438,0.29555928580659785,0.09289986444713982,0.32918345943595884,0.40416177892191696,163914.0,,,,
